exposure,pnum,pdia,bc,pm25,pm10,environment,minute
14,16813,80,NULL,342.8,124,underground,10
14,13936,77,63.945,468.3,109,underground,11
14,19820,83,28.444,123.6,42,oxford_street,1
14,15571,82,4.87,45,18,oxford_street,2
14,8139,77,14.855,21.6,17,oxford_street,3
14,14831,75,5.234,22.2,10,oxford_street,4
14,12541,74,1.211,11.4,12,oxford_street,5
14,11027,78,5.084,16.8,12,oxford_street,6
14,5570,78,5.059,16.2,12,oxford_street,7
14,2879,84,4.422,13.2,6,oxford_street,8
14,3336,87,3.387,4.8,3,oxford_street,9
14,3685,87,8.866,0.6,,oxford_street,10
14,3164,89,0.578,,,oxford_street,11
14,3302,98,1.851,,,oxford_street,12
14,2985,98,NULL,,,oxford_street,13
15,20295,55,25.621,63.9,49,underground,1
15,21104,62,14.104,36.6,84,underground,2
15,28319,64,38.9,236.8,75,underground,3
15,32516,69,35.529,202.2,137,underground,4
15,28340,75,57.187,315,161,underground,5
15,30226,79,78.139,537.1,178,underground,6
15,26051,87,80.439,562.6,179,underground,7
15,23005,94,91.182,573.5,157,underground,8
15,24433,91,78.054,558.9,140,underground,9
15,20999,86,63.459,458.8,127,underground,10
15,21922,80,57.178,435.2,86,underground,11
15,21552,83,37.203,298.7,140,underground,12
15,23131,80,53.271,353.3,44,underground,13
15,12221,73,24.807,100.2,14,oxford_street,1
15,30554,67,-0.491,18,16,oxford_street,2
15,28598,65,0.191,15.6,19,oxford_street,3
15,34186,66,18.449,21.6,20,oxford_street,4
15,19124,65,20.653,21.6,16,oxford_street,5
15,21893,67,12.607,19.2,20,oxford_street,6
15,25994,65,10.851,15.6,19,oxford_street,7
15,21063,69,12.318,17.4,19,oxford_street,8
15,22856,68,13.926,21.6,25,oxford_street,9
15,27563,63,8.809,23.4,18,oxford_street,10
15,23222,61,9.452,21,16,oxford_street,11
15,25582,63,12.986,19.2,22,oxford_street,12
15,32069,64,10.503,22.2,28,oxford_street,13
15,26502,66,17.764,22.8,20,oxford_street,14
15,32900,60,15.827,32.4,20,oxford_street,15
15,25385,61,12.627,19.2,18,oxford_street,16
15,188785,59,13.279,22.2,40,oxford_street,17
15,44251,58,28.37,21.6,35,oxford_street,18
15,21600,55,105.848,85.2,17,oxford_street,19
15,26659,57,13.286,21,17,oxford_street,20
15,23148,55,12.212,18,16,oxford_street,21
15,64516,50,7.27,12,24,oxford_street,22
15,56977,49,25.685,16.2,21,oxford_street,23
15,36815,46,35.716,34.2,18,oxford_street,24
15,28435,44,15.537,24.6,14,oxford_street,25
15,15215,44,5.715,13.8,13,oxford_street,26
15,20171,46,5.057,12.6,14,oxford_street,27
15,68420,46,3.004,11.4,22,oxford_street,28
15,39456,43,8.197,15,19,oxford_street,29
15,60243,43,38.386,36.6,21,oxford_street,30
15,36715,44,19.514,20.4,20,oxford_street,31
15,52119,43,21.898,27.6,17,oxford_street,32
15,33412,44,11.538,18.6,18,oxford_street,33
15,40620,44,20.007,25.2,16,oxford_street,34
15,20068,44,13.63,18,14,oxford_street,35
15,69394,46,7.499,21,16,oxford_street,36
15,47525,47,5.736,14.4,29,oxford_street,37
15,41235,50,15.483,33,22,oxford_street,38
15,30867,50,23.305,28.2,20,oxford_street,39
15,35079,52,18.974,26.4,19,oxford_street,40
15,42109,52,19.655,22.8,19,oxford_street,41
15,81100,50,13.186,21,43,oxford_street,42
15,29369,49,90.054,58.8,19,oxford_street,43
15,60340,50,20.001,36,26,oxford_street,44
15,33407,47,21.258,21.6,21,oxford_street,45
15,24435,47,28.295,40.8,18,oxford_street,46
15,19047,50,11.767,21,16,oxford_street,47
15,14760,54,5.651,19.2,16,oxford_street,48
15,32001,56,6.617,21.6,40,oxford_street,49
15,31174,55,62.149,51,22,oxford_street,50
15,37648,57,13.907,24,22,oxford_street,51
15,32468,59,14.801,25.8,21,oxford_street,52
15,22860,59,9.42,22.8,22,oxford_street,53
15,25508,55,9.214,30,17,oxford_street,54
15,45648,50,10.529,22.8,22,oxford_street,55
15,26195,47,20.255,24,18,oxford_street,56
15,35329,49,11.943,27.6,22,oxford_street,57
15,20450,51,11.817,22.8,23,oxford_street,58
15,30624,51,14.266,30.6,22,oxford_street,59
15,32723,52,9.631,25.8,18,oxford_street,60
15,32859,53,12.559,24.6,25,oxford_street,61
15,10497,51,25.901,30,18,oxford_street,62
15,13250,52,9.97,27,18,oxford_street,63
15,25933,50,2.214,18.6,22,oxford_street,64
15,14428,53,6.63,21,18,oxford_street,65
15,10349,57,2.852,26.4,17,oxford_street,66
15,11178,58,5.598,21.6,19,oxford_street,67
15,10942,60,4.572,18,19,oxford_street,68
15,8553,64,3.965,19.2,18,oxford_street,69
15,5862,69,4.272,18,16,oxford_street,70
15,7061,73,2.421,16.2,15,oxford_street,71
15,8650,76,2.695,16.8,16,oxford_street,72
15,7337,78,2.475,15.6,18,oxford_street,73
15,5949,81,4.744,19.2,18,oxford_street,74
15,14069,81,3.808,17.4,17,oxford_street,75
15,10182,77,3.122,16.2,19,oxford_street,76
15,11516,72,5.482,22.8,19,oxford_street,77
15,21231,74,3.994,20.4,20,oxford_street,78
15,40693,76,7.22,19.2,27,oxford_street,79
15,32218,78,19.692,27.6,26,oxford_street,80
15,31247,77,15.778,38.4,21,oxford_street,81
15,31255,72,12.342,34.2,31,oxford_street,82
15,45331,67,27.178,37.2,25,oxford_street,83
15,53672,62,14.295,33,34,oxford_street,84
15,27050,62,26.935,43.8,24,oxford_street,85
15,15060,61,17.231,35.4,20,oxford_street,86
15,10929,60,11.755,30.6,20,oxford_street,87
15,31634,64,6.769,23.4,22,oxford_street,88
15,46912,66,10.105,22.8,28,oxford_street,89
15,44580,66,21.349,36.6,29,oxford_street,90
15,33223,66,24.665,36,30,oxford_street,91
15,38200,62,21.749,57.6,26,oxford_street,92
15,38359,59,19.733,37.2,22,oxford_street,93
15,33620,56,11.92,31.2,23,oxford_street,94
15,38674,57,15.936,30.6,22,oxford_street,95
15,49677,54,12.65,28.2,24,oxford_street,96
15,28820,56,12.454,27.6,29,oxford_street,97
15,36059,54,20.184,42,32,oxford_street,98
15,45479,52,10.614,32.4,26,oxford_street,99
15,23854,51,10.589,40.2,23,oxford_street,100
15,14030,49,12.411,33.6,19,oxford_street,101
15,16536,53,4.047,22.2,21,oxford_street,102
15,20016,53,4.699,23.4,22,oxford_street,103
15,19817,57,2.486,28.2,20,oxford_street,104
15,22910,56,2.967,25.8,20,oxford_street,105
15,75780,54,5.033,25.8,52,oxford_street,106
15,51022,54,4.788,21.6,51,oxford_street,107
15,40746,53,26.8,114,24,oxford_street,108
15,50273,51,13.016,39,25,oxford_street,109
15,35694,51,12.52,32.4,25,oxford_street,110
15,29926,51,12.564,33,25,oxford_street,111
15,13365,54,7.085,29.4,20,oxford_street,112
15,15954,55,4.796,30.6,20,oxford_street,113
15,23073,57,2.677,19.2,19,oxford_street,114
15,33961,61,4.314,21,24,oxford_street,115
15,53290,63,10.731,30.6,38,oxford_street,116
15,37255,63,20.637,29.4,25,oxford_street,117
15,28939,63,17.249,61.8,24,oxford_street,118
15,28172,63,14.643,31.2,21,oxford_street,119
15,24591,60,8.394,27,25,oxford_street,120
15,25182,58,17.433,32.4,24,oxford_street,121
15,41727,57,10.547,26.4,19,oxford_street,122
15,41575,57,5.695,23.4,28,oxford_street,123
15,37037,61,19.521,36,,oxford_street,124
15,37914,61,10.102,29.4,,oxford_street,125
15,39876,56,36.121,,,oxford_street,126
16,10089,64,3.365,1.2,6,underground,1
16,17919,66,4.313,4.2,11,underground,2
16,19114,71,31.305,155.6,79,underground,3
16,13469,71,53.166,754.4,140,underground,4
16,11408,75,48.225,321.2,88,underground,5
16,18075,75,16.296,71.9,31,underground,6
16,19443,82,12.759,59.2,33,underground,7
16,21255,79,NULL,383.1,137,underground,8
16,20345,81,NULL,477.8,147,underground,9
16,21117,76,NULL,475.9,149,underground,10
16,18731,72,NULL,499.6,157,underground,11
16,24054,72,NULL,383.1,108,underground,12
16,30216,69,NULL,328.5,100,underground,13
16,24674,66,NULL,390.4,140,underground,14
16,23148,63,NULL,355.8,122,underground,15
16,17127,66,NULL,361.3,123,underground,16
16,13952,64,NULL,115.8,99,oxford_street,1
16,38714,58,NULL,49.8,36,oxford_street,2
16,12656,56,NULL,13.2,14,oxford_street,3
16,11282,53,NULL,9,7,oxford_street,4
16,10748,49,NULL,1.2,7,oxford_street,5
16,21803,45,NULL,1.8,7,oxford_street,6
16,9892,48,NULL,2.4,9,oxford_street,7
16,8844,50,NULL,3,7,oxford_street,8
16,24180,51,NULL,1.2,6,oxford_street,9
16,8372,49,NULL,2.4,7,oxford_street,10
16,8779,45,NULL,3,9,oxford_street,11
16,10951,44,NULL,1.2,6,oxford_street,12
16,10584,42,NULL,1.2,5,oxford_street,13
16,7417,42,NULL,0.6,7,oxford_street,14
16,7883,47,NULL,1.2,5,oxford_street,15
16,5968,50,NULL,1.8,6,oxford_street,16
16,8100,51,NULL,1.8,5,oxford_street,17
16,9293,52,NULL,0.6,6,oxford_street,18
16,9624,54,NULL,1.2,7,oxford_street,19
16,9633,56,NULL,1.2,7,oxford_street,20
16,20495,59,NULL,1.8,8,oxford_street,21
16,28163,58,NULL,2.4,8,oxford_street,22
16,14387,58,NULL,9.6,11,oxford_street,23
16,19828,55,NULL,6,8,oxford_street,24
16,19081,52,NULL,4.2,9,oxford_street,25
16,17320,50,NULL,4.8,8,oxford_street,26
16,7898,53,NULL,4.2,9,oxford_street,27
16,22499,54,NULL,3.6,7,oxford_street,28
16,40443,48,NULL,2.4,8,oxford_street,29
16,22448,48,NULL,4.8,9,oxford_street,30
16,16398,50,NULL,9.6,10,oxford_street,31
16,12127,53,NULL,8.4,11,oxford_street,32
16,32483,51,NULL,2.4,7,oxford_street,33
16,28519,47,NULL,1.8,7,oxford_street,34
16,80180,44,NULL,9,10,oxford_street,35
16,47833,41,NULL,3.6,9,oxford_street,36
16,44651,41,NULL,8.4,9,oxford_street,37
16,41098,40,NULL,13.2,15,oxford_street,38
16,23962,41,NULL,7.8,10,oxford_street,39
16,63913,39,NULL,7.2,9,oxford_street,40
16,58401,38,NULL,6,10,oxford_street,41
16,30069,38,NULL,16.8,14,oxford_street,42
16,13672,39,NULL,7.2,10,oxford_street,43
16,21116,40,NULL,3.6,7,oxford_street,44
16,32484,41,NULL,2.4,7,oxford_street,45
16,26708,44,NULL,6,11,oxford_street,46
16,38153,45,NULL,4.8,9,oxford_street,47
16,18128,42,NULL,5.4,10,oxford_street,48
16,14796,43,NULL,6,8,oxford_street,49
16,38357,44,NULL,2.4,8,oxford_street,50
16,25036,46,NULL,5.4,9,oxford_street,51
16,32604,46,NULL,18.6,18,oxford_street,52
16,24991,47,NULL,10.2,14,oxford_street,53
16,22347,44,NULL,14.4,13,oxford_street,54
16,14963,46,NULL,7.8,9,oxford_street,55
16,17438,49,NULL,2.4,8,oxford_street,56
16,17674,49,NULL,8.4,11,oxford_street,57
16,46433,46,NULL,5.4,8,oxford_street,58
16,27280,44,NULL,4.2,9,oxford_street,59
16,28917,41,NULL,7.8,11,oxford_street,60
16,13601,43,NULL,5.4,14,oxford_street,61
16,16413,47,NULL,13.8,11,oxford_street,62
16,33772,47,NULL,1.8,7,oxford_street,63
16,19617,46,NULL,10.8,23,oxford_street,64
16,10586,47,NULL,28.8,11,oxford_street,65
16,16087,48,NULL,1.2,7,oxford_street,66
16,24373,48,NULL,1.2,7,oxford_street,67
16,20278,50,NULL,6,14,oxford_street,68
16,26595,49,NULL,10.2,10,oxford_street,69
16,15485,47,NULL,5.4,9,oxford_street,70
16,18996,47,NULL,3.6,9,oxford_street,71
16,49935,47,NULL,4.8,10,oxford_street,72
16,42895,45,NULL,2.4,11,oxford_street,73
16,53504,43,NULL,22.8,18,oxford_street,74
16,46967,41,NULL,6.6,9,oxford_street,75
16,29757,42,NULL,16.8,17,oxford_street,76
16,41886,41,NULL,7.2,10,oxford_street,77
16,44962,40,NULL,10.2,12,oxford_street,78
16,12212,42,NULL,10.8,13,oxford_street,79
16,15835,41,NULL,6.6,8,oxford_street,80
16,26011,44,NULL,2.4,7,oxford_street,81
16,13196,47,NULL,4.8,9,oxford_street,82
16,22128,48,NULL,10.2,13,oxford_street,83
16,20535,46,NULL,3.6,10,oxford_street,84
16,13544,50,NULL,4.8,8,oxford_street,85
16,27554,49,NULL,2.4,9,oxford_street,86
16,26119,44,NULL,3,9,oxford_street,87
16,36663,44,NULL,11.4,14,oxford_street,88
16,32031,45,NULL,15.6,13,oxford_street,89
16,39452,45,NULL,6,11,oxford_street,90
16,10407,45,NULL,10.8,13,oxford_street,91
16,11073,44,NULL,3.6,9,oxford_street,92
16,13928,44,NULL,3,7,oxford_street,93
16,11750,44,NULL,1.2,6,oxford_street,94
16,10400,44,NULL,1.2,7,oxford_street,95
16,6956,43,-1.532,2.4,5,oxford_street,96
16,7135,46,0.902,1.2,6,oxford_street,97
16,9873,48,0.913,0.6,7,oxford_street,98
16,7131,46,1.557,1.2,6,oxford_street,99
16,7007,48,5.707,1.8,7,oxford_street,100
16,7054,45,4.221,1.2,7,oxford_street,101
16,6183,45,1.954,1.8,7,oxford_street,102
16,9048,46,3.194,1.8,7,oxford_street,103
16,11390,45,2.088,0.6,7,oxford_street,104
16,6434,45,2.831,2.4,7,oxford_street,105
16,6276,44,2.953,3,12,oxford_street,106
16,7095,43,6.178,4.8,10,oxford_street,107
16,21835,41,3.727,5.4,7,oxford_street,108
16,15354,41,5.72,2.4,10,oxford_street,109
16,9759,42,7.445,24,17,oxford_street,110
16,6950,45,4.819,1.8,7,oxford_street,111
16,7582,45,2.573,3,8,oxford_street,112
16,7854,47,3.576,2.4,6,oxford_street,113
16,19338,49,2.168,1.2,7,oxford_street,114
16,18428,49,4.266,1.2,7,oxford_street,115
16,12073,49,18.515,11.4,16,oxford_street,116
16,10107,52,20.029,13.2,16,oxford_street,117
16,6395,52,6.895,4.8,8,oxford_street,118
16,2823,55,3.058,2.4,9,oxford_street,119
16,6340,56,1.908,1.2,8,oxford_street,120
16,11019,56,1.742,0,7,oxford_street,121
16,13285,53,3.801,3,8,oxford_street,122
16,7039,51,16.949,13.2,13,oxford_street,123
16,14873,45,3.605,1.8,7,oxford_street,124
16,8350,43,2.206,3.6,7,oxford_street,125
16,8930,45,2.518,1.2,7,oxford_street,126
16,9076,47,2.045,1.8,7,oxford_street,127
16,8234,47,5.983,2.4,10,oxford_street,128
16,5178,49,3.654,2.4,10,oxford_street,129
16,8689,50,7.149,2.4,8,oxford_street,130
16,7126,51,11.678,16.8,21,oxford_street,131
16,5886,52,16.37,22.2,16,oxford_street,132
16,11998,51,4.236,4.8,11,oxford_street,133
16,5613,49,8.228,19.2,16,oxford_street,134
16,4050,49,7.224,16.2,16,oxford_street,135
16,14310,46,5.77,7.8,10,oxford_street,136
16,9590,46,8.104,3.6,12,oxford_street,137
16,5701,49,17.238,18,13,oxford_street,138
16,3240,49,14.79,15,16,oxford_street,139
16,4698,48,12.117,12,12,oxford_street,140
16,2503,50,1.938,2.4,8,oxford_street,141
16,11538,47,2.13,1.2,8,oxford_street,142
16,3945,48,10.767,7.2,12,oxford_street,143
16,4007,47,4.899,5.4,6,oxford_street,144
16,5546,48,1.513,1.8,7,oxford_street,145
16,4475,53,6.689,4.2,10,oxford_street,146
16,7917,55,6.195,3,8,oxford_street,147
16,8471,51,3.669,4.2,9,oxford_street,148
16,5136,47,4.149,2.4,7,oxford_street,149
16,3055,44,2.539,1.2,6,oxford_street,150
16,1797,41,3.365,1.2,8,oxford_street,151
16,8133,42,2.432,1.8,7,oxford_street,152
16,8401,42,5.964,4.2,11,oxford_street,153
16,11475,39,6.751,12.6,13,oxford_street,154
16,9426,43,6.547,5.4,9,oxford_street,155
16,12987,41,1.218,,,oxford_street,156
17,9799,57,NULL,120.2,44,underground,1
17,10504,56,NULL,31.1,45,underground,2
17,10130,61,NULL,136.6,52,underground,3
17,9365,66,NULL,114.8,24,underground,4
17,20225,66,NULL,40.2,24,underground,5
17,18482,72,NULL,42,41,underground,6
17,18393,77,NULL,229.4,129,underground,7
17,17027,81,NULL,460.6,142,underground,8
17,15813,83,NULL,467.9,151,underground,9
17,12515,82,NULL,493.3,142,underground,10
17,12864,82,NULL,426,132,underground,11
17,11377,86,NULL,380.5,95,underground,12
17,10822,82,NULL,258.6,97,underground,13
17,10611,80,NULL,298.6,87,underground,14
17,11458,79,NULL,163.9,64,underground,15
17,11994,81,NULL,140.3,61,underground,16
17,10057,81,NULL,153,80,underground,17
17,9988,80,NULL,315,104,underground,18
17,8886,74,NULL,66.6,32,hyde_park,1
17,3384,76,NULL,11.4,9,hyde_park,2
17,2219,73,NULL,10.2,7,hyde_park,3
17,2174,70,NULL,1.8,7,hyde_park,4
17,2722,63,NULL,2.4,7,hyde_park,5
17,3424,56,NULL,0.6,6,hyde_park,6
17,3792,51,NULL,1.8,6,hyde_park,7
17,3435,50,NULL,0.6,6,hyde_park,8
17,3632,48,NULL,1.8,5,hyde_park,9
17,4571,44,NULL,0.6,8,hyde_park,10
17,3132,48,NULL,1.2,6,hyde_park,11
17,3182,46,NULL,0.6,6,hyde_park,12
17,2527,48,NULL,0.6,6,hyde_park,13
17,3225,50,NULL,0.6,6,hyde_park,14
17,3380,53,NULL,1.2,5,hyde_park,15
17,2686,56,NULL,1.2,5,hyde_park,16
17,4078,59,NULL,1.8,6,hyde_park,17
17,3913,57,NULL,1.8,6,hyde_park,18
17,4009,54,NULL,1.2,6,hyde_park,19
17,6787,51,NULL,1.2,6,hyde_park,20
17,3749,50,NULL,1.8,6,hyde_park,21
17,15855,48,NULL,1.8,9,hyde_park,22
17,48960,45,NULL,2.4,7,hyde_park,23
17,7885,45,NULL,2.4,5,hyde_park,24
17,7550,43,NULL,1.2,10,hyde_park,25
17,8854,45,NULL,7.8,7,hyde_park,26
17,8920,42,NULL,3.6,5,hyde_park,27
17,4960,43,NULL,0.6,5,hyde_park,28
17,7921,42,NULL,0,7,hyde_park,29
17,6188,42,NULL,1.2,5,hyde_park,30
17,7969,44,NULL,1.8,6,hyde_park,31
17,6841,44,NULL,1.8,5,hyde_park,32
17,22850,44,NULL,1.2,6,hyde_park,33
17,10997,44,NULL,2.4,6,hyde_park,34
17,12819,43,NULL,1.2,7,hyde_park,35
17,11220,42,NULL,5.4,5,hyde_park,36
17,12749,44,NULL,1.2,7,hyde_park,37
17,14840,43,NULL,3,7,hyde_park,38
17,7160,44,NULL,2.4,7,hyde_park,39
17,7615,45,NULL,1.2,5,hyde_park,40
17,6932,42,NULL,2.4,6,hyde_park,41
17,14137,44,NULL,1.8,5,hyde_park,42
17,15015,43,NULL,0.6,5,hyde_park,43
17,4282,43,NULL,2.4,6,hyde_park,44
17,4502,42,NULL,0.6,5,hyde_park,45
17,4744,41,NULL,1.8,4,hyde_park,46
17,3731,40,NULL,1.2,4,hyde_park,47
17,3836,41,NULL,0,4,hyde_park,48
17,3590,41,NULL,1.2,4,hyde_park,49
17,4280,43,NULL,0,5,hyde_park,50
17,2989,43,NULL,7.2,4,hyde_park,51
17,3610,44,NULL,2.4,4,hyde_park,52
17,3754,47,NULL,0,4,hyde_park,53
17,3387,47,NULL,1.2,4,hyde_park,54
17,3739,46,NULL,0,4,hyde_park,55
17,3035,48,NULL,1.2,4,hyde_park,56
17,3790,53,NULL,,4,hyde_park,57
17,3358,54,NULL,0,5,hyde_park,58
17,2960,51,NULL,2.4,4,hyde_park,59
17,2404,56,NULL,1.2,5,hyde_park,60
17,2862,58,NULL,0,4,hyde_park,61
17,2195,60,NULL,0,4,hyde_park,62
17,2572,57,NULL,14.4,6,hyde_park,63
17,2578,60,NULL,0,5,hyde_park,64
17,1350,57,NULL,0,5,hyde_park,65
17,1262,54,NULL,0.6,4,hyde_park,66
17,1584,54,NULL,1.2,4,hyde_park,67
17,2143,54,NULL,1.2,6,hyde_park,68
17,3512,52,NULL,1.2,4,hyde_park,69
17,3783,47,NULL,1.2,5,hyde_park,70
17,4231,49,NULL,2.4,5,hyde_park,71
17,5181,50,NULL,1.2,7,hyde_park,72
17,5822,50,NULL,0.6,4,hyde_park,73
17,5498,48,NULL,1.2,5,hyde_park,74
17,5459,53,NULL,0,5,hyde_park,75
17,4057,54,NULL,0.6,4,hyde_park,76
17,3237,57,NULL,1.2,4,hyde_park,77
17,4230,56,NULL,1.2,6,hyde_park,78
17,3308,60,NULL,9,5,hyde_park,79
17,1142,60,NULL,1.8,5,hyde_park,80
17,2325,60,NULL,1.2,5,hyde_park,81
17,3499,59,NULL,3.6,7,hyde_park,82
17,3598,63,NULL,3,5,hyde_park,83
17,5005,62,NULL,1.8,5,hyde_park,84
17,4212,59,NULL,1.2,6,hyde_park,85
17,3229,59,NULL,0.6,5,hyde_park,86
17,3495,58,NULL,0.6,4,hyde_park,87
17,3763,56,NULL,0.6,5,hyde_park,88
17,3486,57,NULL,0,4,hyde_park,89
17,2872,61,NULL,0,4,hyde_park,90
17,3493,61,NULL,0.6,6,hyde_park,91
17,3536,58,NULL,1.2,6,hyde_park,92
17,3136,56,NULL,0.6,4,hyde_park,93
17,3172,52,NULL,1.2,4,hyde_park,94
17,3728,54,NULL,0,7,hyde_park,95
17,4922,52,NULL,0.6,5,hyde_park,96
17,4535,51,NULL,0.6,4,hyde_park,97
17,3515,55,NULL,1.8,5,hyde_park,98
17,3117,58,NULL,0,5,hyde_park,99
17,4358,52,NULL,0.6,4,hyde_park,100
17,4664,46,NULL,0.6,5,hyde_park,101
17,4093,44,NULL,0.6,4,hyde_park,102
17,4452,43,0.306,0.6,5,hyde_park,103
17,4895,40,1.99,0,5,hyde_park,104
17,4121,37,-0.896,0.6,6,hyde_park,105
17,4483,38,1.129,0,6,hyde_park,106
17,4873,34,-1.082,0,5,hyde_park,107
17,3351,31,-0.531,0,4,hyde_park,108
17,4605,33,1.663,0,6,hyde_park,109
17,6051,33,-2.561,0.6,4,hyde_park,110
17,4636,34,2.655,1.8,4,hyde_park,111
17,5342,32,-0.438,1.2,4,hyde_park,112
17,5871,31,-0.852,1.8,4,hyde_park,113
17,7130,30,1.573,0.6,5,hyde_park,114
17,5785,30,-1.03,1.8,5,hyde_park,115
17,7027,34,1.123,0.6,5,hyde_park,116
17,5349,37,0.047,3,5,hyde_park,117
17,5175,39,0.385,1.2,5,hyde_park,118
17,5729,40,0.878,0.6,4,hyde_park,119
17,5600,39,1.593,1.2,5,hyde_park,120
17,5772,39,0.228,1.2,5,hyde_park,121
17,6171,40,0.934,1.8,6,hyde_park,122
17,5193,41,-0.079,1.2,5,hyde_park,123
17,4683,44,0.648,1.2,5,hyde_park,124
17,6895,41,1.599,2.4,4,hyde_park,125
17,6301,44,0.452,3,4,hyde_park,126
17,5856,42,1.404,1.2,6,hyde_park,127
17,5472,43,-0.773,0,4,hyde_park,128
17,3409,42,0.864,1.8,4,hyde_park,129
17,3516,39,0.7,1.2,4,hyde_park,130
17,2798,38,-0.487,2.4,5,hyde_park,131
17,4012,37,1.135,1.2,4,hyde_park,132
17,3956,37,1.092,1.8,4,hyde_park,133
17,4214,38,0.266,1.8,4,hyde_park,134
17,4890,40,-0.808,0.6,5,hyde_park,135
17,3866,40,-1.547,1.2,4,hyde_park,136
17,3428,40,-0.368,0.6,5,hyde_park,137
17,4707,41,1.427,0.6,4,hyde_park,138
17,3619,45,3.468,1.2,5,hyde_park,139
17,5257,43,1.498,0.6,5,hyde_park,140
17,4219,43,0.245,1.8,5,hyde_park,141
17,3098,41,0.899,1.2,5,hyde_park,142
17,4137,42,0.28,1.2,5,hyde_park,143
17,3858,46,-3.281,0,4,hyde_park,144
17,2794,45,-0.709,0.6,7,hyde_park,145
17,2004,44,1.063,2.4,4,hyde_park,146
17,3584,44,-1.34,1.8,5,hyde_park,147
17,4301,40,-0.893,0.6,4,hyde_park,148
17,3412,40,1.063,1.8,4,hyde_park,149
17,5305,36,2.221,0,4,hyde_park,150
17,4188,33,2.949,1.2,4,hyde_park,151
17,4212,34,-0.353,0.6,4,hyde_park,152
17,3250,37,0.841,3,5,hyde_park,153
17,4933,37,-0.099,1.2,4,hyde_park,154
17,2777,40,0.207,3.6,5,hyde_park,155
17,3165,37,0.49,0.6,5,hyde_park,156
17,4156,34,0.499,0.6,4,hyde_park,157
17,3410,37,1.399,0.6,5,hyde_park,158
17,3602,41,-0.076,0.6,5,hyde_park,159
17,5167,39,1.288,1.2,4,hyde_park,160
17,4180,41,-1.822,0.6,5,hyde_park,161
17,4429,41,1.355,0,5,hyde_park,162
17,5258,40,-1.693,0.6,4,hyde_park,163
17,4035,41,-1.261,3.6,4,hyde_park,164
17,8844,43,0.552,0,5,hyde_park,165
18,17526,65,NULL,10.8,10,underground,1
18,17463,72,NULL,37.9,46,underground,2
18,19356,77,NULL,188.9,56,underground,3
18,18399,85,NULL,143.4,52,underground,4
18,17876,89,NULL,190.7,86,underground,5
18,16922,93,NULL,456.5,139,underground,6
18,17275,92,NULL,471,146,underground,7
18,10452,93,NULL,514.7,158,underground,8
18,10475,98,NULL,471,155,underground,9
18,10900,100,NULL,345.4,99,underground,10
18,12329,90,NULL,238.1,98,underground,11
18,10860,91,NULL,245.3,95,underground,12
18,11057,91,NULL,281.7,91,underground,13
18,11738,92,NULL,243.5,67,underground,14
18,13551,84,NULL,234.4,80,underground,15
18,14528,80,NULL,203.5,86,underground,16
18,17887,77,NULL,82.2,75,hyde_park,1
18,8324,74,NULL,76.2,82,hyde_park,2
18,4539,74,NULL,22.2,17,hyde_park,3
18,4084,71,NULL,13.8,13,hyde_park,4
18,3383,77,NULL,9,11,hyde_park,5
18,3379,77,NULL,9,11,hyde_park,6
18,2941,81,NULL,7.2,10,hyde_park,7
18,2959,83,NULL,7.2,10,hyde_park,8
18,4266,76,NULL,8.4,11,hyde_park,9
18,4027,69,NULL,8.4,11,hyde_park,10
18,6451,65,NULL,7.8,11,hyde_park,11
18,6563,60,NULL,10.8,11,hyde_park,12
18,4739,61,NULL,8.4,12,hyde_park,13
18,5082,59,NULL,12.6,11,hyde_park,14
18,5810,58,NULL,7.8,11,hyde_park,15
18,7812,59,NULL,7.8,10,hyde_park,16
18,15151,58,NULL,7.8,9,hyde_park,17
18,11635,59,NULL,7.8,10,hyde_park,18
18,11264,58,NULL,10.2,11,hyde_park,19
18,22205,55,NULL,9.6,13,hyde_park,20
18,9144,52,NULL,10.2,12,hyde_park,21
18,11074,53,NULL,12.6,13,hyde_park,22
18,10192,55,NULL,15.6,12,hyde_park,23
18,31167,53,NULL,8.4,12,hyde_park,24
18,6854,55,NULL,12,12,hyde_park,25
18,7990,57,NULL,13.8,16,hyde_park,26
18,14357,55,NULL,20.4,12,hyde_park,27
18,5666,60,NULL,9.6,11,hyde_park,28
18,9719,61,NULL,12,12,hyde_park,29
18,8899,65,NULL,10.2,10,hyde_park,30
18,12186,64,NULL,11.4,12,hyde_park,31
18,6862,61,NULL,9,12,hyde_park,32
18,6139,66,NULL,11.4,12,hyde_park,33
18,12634,62,NULL,9,12,hyde_park,34
18,7549,61,NULL,8.4,10,hyde_park,35
18,4875,63,2.466,10.2,11,hyde_park,36
18,6139,65,6.669,11.4,12,hyde_park,37
18,4835,69,4.216,11.4,11,hyde_park,38
18,8715,67,0.854,8.4,12,hyde_park,39
18,5729,66,3.071,8.4,11,hyde_park,40
18,6763,67,3.461,9,10,hyde_park,41
18,5640,68,0.791,9,11,hyde_park,42
18,6657,70,1.392,6,10,hyde_park,43
18,4782,70,4.116,9,9,hyde_park,44
18,5094,65,-1.889,10.2,11,hyde_park,45
18,4818,67,0.149,16.8,10,hyde_park,46
18,5129,63,0.323,7.2,10,hyde_park,47
18,5006,64,1.892,5.4,12,hyde_park,48
18,3399,71,2.066,6,9,hyde_park,49
