Exposure,pnum,pdia,bc,pm25,pm10,environment,minute
5,32318,44,8.322,2.6,17,Oxford Street,84
5,57160,42,9.91,2.2,24,Oxford Street,85
5,39295,42,14.896,10.7,23,Oxford Street,86
5,53053,45,16.167,11.1,43,Oxford Street,87
5,76180,45,22.94,8.6,37,Oxford Street,88
5,36938,49,19.557,19.3,31,Oxford Street,89
5,39586,50,16.695,5.6,28,Oxford Street,90
5,44756,51,9.312,8.4,21,Oxford Street,91
5,26602,52,8.514,4.6,26,Oxford Street,92
5,28169,50,9.549,5.5,24,Oxford Street,93
5,33974,49,4.916,4.9,23,Oxford Street,94
5,28519,48,5.548,4,22,Oxford Street,95
5,20535,49,3.099,2.7,16,Oxford Street,96
5,18490,51,5.702,4,14,Oxford Street,97
5,19756,47,4.458,3,12,Oxford Street,98
5,15708,45,3.417,1,12,Oxford Street,99
5,45454,47,14.125,4.2,31,Oxford Street,100
5,19893,48,9.251,9.7,18,Oxford Street,101
5,57864,45,15.174,4.8,35,Oxford Street,102
5,42723,44,12.113,12.5,22,Oxford Street,103
5,34590,42,10.954,6,25,Oxford Street,104
5,24920,43,3.693,2.1,14,Oxford Street,105
5,19925,45,4.147,1.3,15,Oxford Street,106
5,27008,47,3.626,2.3,32,Oxford Street,107
5,41941,48,9.533,21.5,49,Oxford Street,108
5,31221,51,14.04,6.3,39,Oxford Street,109
5,49844,49,14.964,7.9,29,Oxford Street,110
5,43012,45,20.323,21.8,37,Oxford Street,111
5,50374,44,23.962,6.3,33,Oxford Street,112
5,126947,43,32.1,14.8,48,Oxford Street,113
5,31287,42,21.203,20.6,25,Oxford Street,114
5,40100,44,16.874,6.6,28,Oxford Street,115
5,33531,48,11.502,7.4,22,Oxford Street,116
5,56041,48,18.836,11.4,71,Oxford Street,117
5,51977,48,31.364,31.5,64,Oxford Street,118
5,44256,48,15.016,17.7,29,Oxford Street,119
5,63718,50,17.509,14.3,35,Oxford Street,120
5,52773,48,18.77,22.3,51,Oxford Street,121
5,29325,49,8.347,6.9,26,Oxford Street,122
5,20253,53,7.718,7.1,30,Oxford Street,123
5,15727,58,6.881,9.8,43,Oxford Street,124
5,15386,62,2.349,5.9,22,Oxford Street,125
5,14994,61,3.71,4.2,21,Oxford Street,126
5,13438,62,2.884,2.7,12,Underground Return,1
5,18819,64,9.751,0.8,51,Underground Return,2
5,24151,62,23.909,122,138,Underground Return,3
5,28625,61,46.68,249.1,288,Underground Return,4
5,22921,63,35.607,385.5,226,Underground Return,5
5,19970,70,40.32,282.3,264,Underground Return,6
5,19312,72,41.181,283.1,246,Underground Return,7
5,17845,74,40.2,311.2,239,Underground Return,8
5,20162,74,40.563,285.6,255,Underground Return,9
5,21616,72,45.69,372.7,282,Underground Return,10
5,21572,75,61.672,415.1,352,Underground Return,11
5,18712,79,50.914,427.5,286,Underground Return,12
5,15914,75,25.863,292.3,143,Underground Return,13
5,10494,77,-0.897,13.8,14,V,1
5,11408,75,2.412,1.1,12,V,2
5,10643,72,1.295,1.1,9,V,3
5,11338,74,0.966,2,11,V,4
5,18905,72,7.454,8.1,36,V,5
5,9019,72,7.63,7.8,9,V,6
5,6078,75,5.182,0.7,6,V,7
5,4034,72,2.717,0.2,3,V,8
5,2687,76,4.088,0.2,,V,9
5,2918,76,1.049,0.1,,V,10
5,2405,83,0.169,,,V,11
5,2541,88,1.532,,,V,12
6,6069,74,8.941,,,Underground Out,1
6,9201,73,31.614,,,Underground Out,2
6,7058,74,16.378,,,Underground Out,3
6,8655,78,25.038,,,Underground Out,4
6,11016,77,48.783,,,Underground Out,5
6,9922,85,47.902,,,Underground Out,6
6,11379,86,47.618,,,Underground Out,7
6,9313,95,48.442,,,Underground Out,8
6,9349,92,38.427,,,Underground Out,9
6,8365,97,41.715,,,Underground Out,10
6,8391,103,44.26,,,Underground Out,11
6,9660,101,54.832,,,Underground Out,12
6,8814,97,50.592,,,Underground Out,13
6,7195,104,49.311,,,Underground Out,14
6,3201,98,44.566,,,Underground Out,15
6,1411,96,33.596,,,Underground Out,16
6,1288,93,NULL,,,Hyde Park,1
6,2333,84,NULL,,,Hyde Park,2
6,2344,80,NULL,,,Hyde Park,3
6,1721,76,NULL,,,Hyde Park,4
6,1169,73,NULL,,,Hyde Park,5
6,1256,68,NULL,,,Hyde Park,6
6,1784,70,NULL,,,Hyde Park,7
6,1783,72,NULL,,,Hyde Park,8
6,2498,70,NULL,,,Hyde Park,9
6,1655,72,NULL,,,Hyde Park,10
6,1047,76,NULL,,,Hyde Park,11
6,1212,79,NULL,,,Hyde Park,12
6,894,80,NULL,,,Hyde Park,13
6,965,80,NULL,,,Hyde Park,14
6,1183,83,NULL,,,Hyde Park,15
6,3102,78,NULL,,,Hyde Park,16
6,3338,75,NULL,,12,Hyde Park,17
6,3929,69,NULL,,15,Hyde Park,18
6,4354,64,5.119,5.6,18,Hyde Park,19
6,6685,62,5.544,4.7,18,Hyde Park,20
6,6168,58,4.932,28.1,16,Hyde Park,21
6,4377,61,4.042,3.1,14,Hyde Park,22
6,5286,64,4.393,3.1,16,Hyde Park,23
6,7313,64,6.355,2.7,14,Hyde Park,24
6,6618,65,5.196,5.3,15,Hyde Park,25
6,6400,60,3.414,4,14,Hyde Park,26
6,7273,58,6.688,3.3,14,Hyde Park,27
6,8816,58,8.964,4.2,18,Hyde Park,28
6,8809,54,4.829,4.6,14,Hyde Park,29
6,9483,53,3.59,3.1,15,Hyde Park,30
6,7052,51,4.046,3.2,13,Hyde Park,31
6,5766,56,7.604,2.6,12,Hyde Park,32
6,4637,59,5.137,3,16,Hyde Park,33
6,4951,58,3.503,3.7,17,Hyde Park,34
6,5031,55,0.279,1.4,15,Hyde Park,35
6,6045,54,3.446,1.1,14,Hyde Park,36
6,4745,56,2.635,1.6,12,Hyde Park,37
6,4433,60,3.375,2.2,12,Hyde Park,38
6,3879,67,1.203,1.9,13,Hyde Park,39
6,3835,70,2.18,1.5,14,Hyde Park,40
6,3476,72,2.056,1.8,13,Hyde Park,41
6,2975,75,0.908,1.8,14,Hyde Park,42
6,3474,69,2.317,3,16,Hyde Park,43
6,3075,70,1.822,2.3,15,Hyde Park,44
6,2966,77,3.734,2.5,15,Hyde Park,45
6,3776,72,4.518,4.3,15,Hyde Park,46
6,4047,68,16.052,3.6,19,Hyde Park,47
6,3889,69,4.463,1.9,16,Hyde Park,48
6,4212,65,1.37,3.3,16,Hyde Park,49
6,4016,63,2.984,3.4,17,Hyde Park,50
6,3471,66,1.672,2.6,17,Hyde Park,51
6,3488,67,1.296,3.3,15,Hyde Park,52
6,4169,68,3.199,3.1,16,Hyde Park,53
6,5500,62,27.718,3.1,18,Hyde Park,54
6,7147,61,3.071,3.4,18,Hyde Park,55
6,8261,63,-0.238,4.4,17,Hyde Park,56
6,5732,62,3.332,4.3,20,Hyde Park,57
6,5035,63,0.719,3.7,18,Hyde Park,58
6,4526,66,3.108,4,19,Hyde Park,59
6,4758,65,3.942,4.4,19,Hyde Park,60
6,4394,67,2.333,4.5,18,Hyde Park,61
6,4885,68,1.537,6.9,20,Hyde Park,62
6,4529,69,4.197,5.3,22,Hyde Park,63
6,3880,73,2.372,4.9,18,Hyde Park,64
6,3846,69,2.492,4.7,18,Hyde Park,65
6,4308,70,1.704,3.5,17,Hyde Park,66
6,7048,69,3.365,6.1,23,Hyde Park,67
6,4893,66,2.67,7.4,19,Hyde Park,68
6,4608,68,3.189,4.6,17,Hyde Park,69
6,4588,68,1.413,4.6,18,Hyde Park,70
6,3667,69,3.524,4.2,19,Hyde Park,71
6,3508,74,0.126,6.1,19,Hyde Park,72
6,4558,70,4.901,4.6,19,Hyde Park,73
6,4679,68,1.772,4.9,18,Hyde Park,74
6,4378,72,3.608,4.4,16,Hyde Park,75
6,4286,75,1.606,5.4,18,Hyde Park,76
6,4788,72,0.712,5.2,19,Hyde Park,77
6,4468,73,5.943,6.2,19,Hyde Park,78
6,4164,76,0.68,5.5,19,Hyde Park,79
6,3982,80,3.731,5,19,Hyde Park,80
6,4317,78,1.179,5.3,19,Hyde Park,81
6,4316,78,2.864,5.4,19,Hyde Park,82
6,4501,73,1.967,4.8,19,Hyde Park,83
6,4869,77,2.862,5.1,19,Hyde Park,84
6,4051,78,1.233,7,19,Hyde Park,85
6,4458,74,2.597,6.7,22,Hyde Park,86
6,4699,69,2.515,5.4,18,Hyde Park,87
6,5195,62,1.641,4.5,19,Hyde Park,88
6,5730,60,2.175,7.8,21,Hyde Park,89
6,5511,60,2.429,5.9,18,Hyde Park,90
6,5115,64,2.188,4.3,18,Hyde Park,91
6,5494,59,1.336,4.7,14,Hyde Park,92
6,5085,59,1.966,4.2,25,Hyde Park,93
6,6334,56,6.336,4.4,16,Hyde Park,94
6,5133,59,0.134,4.2,16,Hyde Park,95
6,5507,60,0.335,3.2,16,Hyde Park,96
6,5074,59,3.384,4.3,15,Hyde Park,97
6,5605,54,1.661,3.6,16,Hyde Park,98
6,6055,51,2.968,3.6,16,Hyde Park,99
6,6143,56,2.703,4.4,18,Hyde Park,100
6,5683,58,2.236,4.3,18,Hyde Park,101
6,5607,62,-0.188,5.2,18,Hyde Park,102
6,5210,64,1.853,4.9,18,Hyde Park,103
6,5941,59,2.272,4.9,17,Hyde Park,104
6,5416,60,1.63,4.6,29,Hyde Park,105
6,4958,60,0.714,3.5,14,Hyde Park,106
6,5138,60,1.337,3.8,17,Hyde Park,107
6,4847,62,2.364,3.5,14,Hyde Park,108
6,4507,64,0.841,3.4,14,Hyde Park,109
6,4100,67,1.612,3.9,14,Hyde Park,110
6,4819,69,3.785,3.2,15,Hyde Park,111
6,4741,73,0.441,3,18,Hyde Park,112
6,5735,72,1.878,8.3,17,Hyde Park,113
6,6036,67,1.602,4.7,17,Hyde Park,114
6,4955,63,1.593,4.1,17,Hyde Park,115
6,4811,65,2.744,3.3,22,Hyde Park,116
6,5185,69,3.239,4.1,23,Hyde Park,117
6,5086,72,1.532,5.1,15,Hyde Park,118
6,4568,74,2.15,4,19,Hyde Park,119
6,4451,78,0.618,5.1,19,Hyde Park,120
6,5066,72,3.229,4.7,19,Hyde Park,121
6,5301,72,0.344,4.8,16,Hyde Park,122
6,4246,76,0.465,3.4,15,Hyde Park,123
6,4977,75,2.219,4.4,16,Hyde Park,124
6,4574,74,1.775,4.6,13,Hyde Park,125
6,4773,70,1.853,5,15,Hyde Park,126
6,4531,72,1.07,4.3,19,Hyde Park,127
6,4707,72,0.759,4.7,17,Hyde Park,128
6,4255,78,2.464,4.9,15,Hyde Park,129
6,4871,79,3.293,4.4,17,Hyde Park,130
6,5419,75,1.609,4.2,15,Hyde Park,131
6,5346,72,3.361,5,16,Hyde Park,132
6,6208,69,1.924,4.9,20,Hyde Park,133
6,5636,69,2.559,6.8,19,Hyde Park,134
6,4671,72,1.098,5.4,16,Hyde Park,135
6,4744,72,2.121,3.9,16,Hyde Park,136
6,4325,71,0.261,3.3,15,Hyde Park,137
6,4423,73,2.932,3.9,15,Hyde Park,138
6,4867,72,0.116,3.4,17,Hyde Park,139
6,7310,71,4.114,3.8,15,Hyde Park,140
6,5733,72,3.159,4.5,19,Hyde Park,141
6,14460,67,NULL,4.5,19,Hyde Park,142
6,14668,63,NULL,10.7,25,Hyde Park,143
6,8657,61,NULL,7.7,21,Hyde Park,144
6,5254,61,NULL,8.2,18,Hyde Park,145
6,6524,57,NULL,4.1,15,Hyde Park,146
6,9537,57,NULL,4.8,15,Hyde Park,147
6,5437,57,NULL,3.8,14,Hyde Park,148
6,6829,56,NULL,5.8,14,Hyde Park,149
6,12026,51,NULL,4.3,15,Hyde Park,150
6,5548,49,NULL,6.3,21,Hyde Park,151
6,10665,47,NULL,3.9,16,Hyde Park,152
6,13345,46,NULL,3.7,19,Hyde Park,153
6,9172,45,NULL,8.3,23,Hyde Park,154
6,7066,45,NULL,2.1,7,Hyde Park,155
6,4642,50,NULL,0.9,4,Hyde Park,156
6,3949,55,NULL,0.3,3,Hyde Park,157
6,4283,61,NULL,0.3,3,Hyde Park,158
6,3674,68,NULL,0.2,2,Hyde Park,159
6,3544,69,NULL,0.2,5,Hyde Park,160
6,2911,76,NULL,0.3,2,Hyde Park,161
6,3485,77,NULL,0.2,3,Hyde Park,162
6,7956,73,NULL,0.7,14,Hyde Park,163
6,15313,70,NULL,5.6,27,Hyde Park,164
6,18939,69,NULL,8.9,31,Hyde Park,165
6,26944,66,NULL,8.7,32,Hyde Park,166
6,12080,62,NULL,12.1,30,Hyde Park,167
6,20037,59,NULL,7.1,40,Hyde Park,168
6,15848,55,NULL,15.2,41,Hyde Park,169
6,13287,61,NULL,14.6,35,Hyde Park,170
6,11935,66,NULL,13,39,Hyde Park,171
6,11538,66,NULL,12.4,31,Hyde Park,172
6,9917,72,NULL,10.2,27,Hyde Park,173
6,10741,74,NULL,10.5,22,Hyde Park,174
6,23389,73,NULL,12.2,27,Hyde Park,175
6,71913,68,NULL,8.4,24,Hyde Park,176
6,119683,62,NULL,7.9,23,Hyde Park,177
6,66127,57,NULL,7.9,29,Hyde Park,178
6,27363,53,NULL,9.3,34,Hyde Park,179
6,7400,53,NULL,8,26,Hyde Park,180
6,7502,59,NULL,5,34,Hyde Park,181
6,8176,62,7.199,16,38,Underground Return,1
6,7271,63,8.163,12.6,47,Underground Return,2
6,6273,68,9.249,26.2,66,Underground Return,3
6,10961,67,13.126,42.3,75,Underground Return,4
6,14862,63,17.201,90.4,104,Underground Return,5
6,19495,62,24.747,112.5,142,Underground Return,6
6,19455,62,30.932,154.7,153,Underground Return,7
6,13958,66,33.656,189.3,245,Underground Return,8
6,12817,73,34.491,268.6,260,Underground Return,9
6,12015,82,36.335,268.6,237,Underground Return,10
6,13412,79,38.311,265.1,240,Underground Return,11
6,15557,72,35.472,268.2,248,Underground Return,12
6,14099,68,26.767,249.2,205,Underground Return,13
6,12154,74,39.786,254.1,241,Underground Return,14
6,12121,80,38.839,312.1,261,Underground Return,15
6,8743,80,15.832,274.6,186,Underground Return,16
6,14221,81,NULL,33.6,36,V,1
6,9216,79,NULL,15.8,31,V,2
6,8199,74,NULL,11.9,31,V,3
6,9694,75,NULL,10.5,38,V,4
6,4870,73,NULL,19.7,32,V,5
6,11986,73,NULL,2.2,7,V,6
6,15805,67,NULL,0.4,3,V,7
7,7374,74,2.647,,,Underground Out,1
7,12376,78,30.951,,,Underground Out,2
7,10671,88,32.564,,,Underground Out,3
7,14634,91,43.117,,,Underground Out,4
7,14567,89,53.117,,,Underground Out,5
7,12630,92,45.848,,,Underground Out,6
7,12858,95,46.589,,,Underground Out,7
7,14315,90,50.931,,,Underground Out,8
7,17445,80,47.908,,,Underground Out,9
7,14976,79,43.769,,,Underground Out,10
7,14920,81,39.211,,,Underground Out,11
7,16277,84,56.724,,,Underground Out,12
7,16099,83,52.825,,,Underground Out,13
7,15057,86,47.754,,,Underground Out,14
7,14594,81,59.23,,,Underground Out,15
7,13788,80,53.774,,,Underground Out,16
7,13211,81,48.926,,,Underground Out,17
7,14435,80,47.089,,,Underground Out,18
7,13836,84,44.955,,,Underground Out,19
7,13313,86,47.695,,,Underground Out,20
7,12913,86,43.459,,,Underground Out,21
7,12971,84,43.719,,,Underground Out,22
7,11553,87,38.739,,,Underground Out,23
7,13572,88,42.246,,,Underground Out,24
7,13197,85,32.932,,,Underground Out,25
7,11820,83,32.103,,,Underground Out,26
7,11999,85,NULL,,,Hyde Park,1
7,16404,81,NULL,,,Hyde Park,2
7,10266,75,NULL,,,Hyde Park,3
7,7094,71,NULL,,,Hyde Park,4
7,7131,65,NULL,,,Hyde Park,5
7,7003,66,NULL,,,Hyde Park,6
7,7666,66,NULL,,,Hyde Park,7
7,7626,67,NULL,,,Hyde Park,8
7,8402,64,NULL,,,Hyde Park,9
7,8434,68,NULL,,,Hyde Park,10
7,8693,66,NULL,,,Hyde Park,11
7,7053,67,NULL,,,Hyde Park,12
7,7233,69,NULL,,,Hyde Park,13
7,6108,74,NULL,,,Hyde Park,14
7,4417,76,NULL,,,Hyde Park,15
7,5932,72,NULL,,,Hyde Park,16
7,8017,69,NULL,,,Hyde Park,17
7,9698,64,3.816,,24,Hyde Park,18
7,8522,64,2.368,6.4,21,Hyde Park,19
7,10653,60,3.983,5.7,24,Hyde Park,20
7,7934,59,4.079,6.6,20,Hyde Park,21
7,7826,61,2.732,4,20,Hyde Park,22
7,8660,60,2.898,,20,Hyde Park,23
7,7090,58,2.135,,22,Hyde Park,24
7,6162,63,1.066,,18,Hyde Park,25
7,6650,66,1.958,,20,Hyde Park,26
7,6658,69,2.81,,19,Hyde Park,27
7,6417,74,2.269,,25,Hyde Park,28
7,7630,72,2.339,,22,Hyde Park,29
7,6857,71,3.066,,22,Hyde Park,30
7,8143,66,2.52,,24,Hyde Park,31
7,7572,66,2.133,,23,Hyde Park,32
7,9250,64,2.898,,23,Hyde Park,33
7,9142,66,3.32,,24,Hyde Park,34
7,10461,65,3.879,,23,Hyde Park,35
7,10483,66,1.754,,25,Hyde Park,36
7,21822,63,10.063,,24,Hyde Park,37
7,13969,63,15.12,,34,Hyde Park,38
7,10776,64,4.221,,29,Hyde Park,39
7,9743,70,4.88,,26,Hyde Park,40
7,10381,68,3.104,,23,Hyde Park,41
7,13631,65,5.58,,24,Hyde Park,42
7,9927,63,1.87,,28,Hyde Park,43
7,12614,58,3.091,,23,Hyde Park,44
7,11970,58,3.587,,23,Hyde Park,45
7,10154,57,3.001,,23,Hyde Park,46
7,8096,61,-0.119,,23,Hyde Park,47
7,6795,65,0.551,,24,Hyde Park,48
7,6629,69,1.749,,20,Hyde Park,49
7,5516,76,1.673,,22,Hyde Park,50
7,4883,84,-0.612,,23,Hyde Park,51
7,4526,86,1.213,,23,Hyde Park,52
7,4384,84,1.385,,23,Hyde Park,53
7,5155,79,0.461,,23,Hyde Park,54
7,5539,76,3.21,,22,Hyde Park,55
7,5171,75,2.318,,25,Hyde Park,56
7,5153,77,1.77,,25,Hyde Park,57
7,5351,79,1.356,,24,Hyde Park,58
7,4640,86,-0.402,,24,Hyde Park,59
7,4658,89,1.893,,21,Hyde Park,60
7,5456,84,-0.271,,25,Hyde Park,61
7,6132,76,2.94,,34,Hyde Park,62
7,5716,74,0.023,,27,Hyde Park,63
7,6681,70,2.896,,22,Hyde Park,64
7,7120,63,2.083,,23,Hyde Park,65
7,7673,62,2.001,,22,Hyde Park,66
7,7621,64,0.484,,24,Hyde Park,67
7,6210,64,2.921,,25,Hyde Park,68
7,5639,70,-0.712,,20,Hyde Park,69
7,5246,72,1.348,,20,Hyde Park,70
7,6069,69,1.888,,23,Hyde Park,71
7,6577,66,1.684,,18,Hyde Park,72
7,6104,68,0.175,,19,Hyde Park,73
7,5447,72,0.414,,17,Hyde Park,74
7,6870,67,4.556,,21,Hyde Park,75
7,7171,67,2.782,,24,Hyde Park,76
7,6104,72,2.995,,25,Hyde Park,77
7,4929,76,0.228,,21,Hyde Park,78
7,5472,80,-0.093,,19,Hyde Park,79
7,5367,78,1.723,,23,Hyde Park,80
7,5373,74,1.282,,21,Hyde Park,81
7,5793,70,1.259,,18,Hyde Park,82
7,5887,71,0.885,,17,Hyde Park,83
7,5462,71,1.717,,20,Hyde Park,84
7,5119,76,0.061,,19,Hyde Park,85
7,5589,74,2.676,,21,Hyde Park,86
7,5338,76,1.983,,18,Hyde Park,87
7,4673,81,2.062,,18,Hyde Park,88
7,4609,86,1.353,,19,Hyde Park,89
7,5199,83,2.007,,18,Hyde Park,90
7,5538,80,0.444,,19,Hyde Park,91
7,5119,82,3.524,,19,Hyde Park,92
7,4642,87,0.085,,18,Hyde Park,93
7,4693,86,-1.452,,19,Hyde Park,94
7,4731,82,4.045,,23,Hyde Park,95
7,4619,84,1.327,,17,Hyde Park,96
7,5181,78,1.213,,18,Hyde Park,97
7,5686,73,0.81,,17,Hyde Park,98
7,6042,74,0.769,,23,Hyde Park,99
7,5808,75,1.9,,26,Hyde Park,100
7,5171,81,0.117,,21,Hyde Park,101
7,4979,84,1.617,,21,Hyde Park,102
7,4613,80,0.848,,19,Hyde Park,103
7,5784,78,2.523,,19,Hyde Park,104
7,7371,75,2.982,,23,Hyde Park,105
7,7234,73,3.83,,19,Hyde Park,106
7,5621,74,1.328,,22,Hyde Park,107
7,4942,76,1.901,,21,Hyde Park,108
7,4908,82,3.978,,21,Hyde Park,109
7,5073,80,-0.845,,20,Hyde Park,110
7,5135,81,1.068,,21,Hyde Park,111
7,5272,77,3.78,,22,Hyde Park,112
7,5571,77,3.856,,22,Hyde Park,113
7,6178,73,1.083,,20,Hyde Park,114
7,5785,73,2.268,,23,Hyde Park,115
7,4576,76,0.439,,24,Hyde Park,116
7,4729,77,2.775,,21,Hyde Park,117
7,3488,85,1.589,,20,Hyde Park,118
7,4013,91,1.949,,21,Hyde Park,119
7,4970,84,2.017,,22,Hyde Park,120
7,4821,82,0.445,,23,Hyde Park,121
7,4563,88,4.772,,22,Hyde Park,122
7,5201,88,0.559,,25,Hyde Park,123
7,4758,88,0.955,,23,Hyde Park,124
7,4799,78,3.851,,24,Hyde Park,125
7,4914,72,0.712,,22,Hyde Park,126
7,4524,78,0.313,,25,Hyde Park,127
7,5692,74,4.136,,22,Hyde Park,128
7,4657,75,-0.041,,25,Hyde Park,129
7,4068,77,2.718,,23,Hyde Park,130
7,4018,83,0.841,,22,Hyde Park,131
7,4109,87,1.579,,23,Hyde Park,132
7,5097,79,2.995,,25,Hyde Park,133
7,5298,79,0.545,,22,Hyde Park,134
7,5280,81,1.908,,26,Hyde Park,135
7,4841,87,NULL,,23,Hyde Park,136
7,5553,82,NULL,,27,Hyde Park,137
7,6614,74,NULL,,26,Hyde Park,138
7,6989,73,NULL,,27,Hyde Park,139
7,6943,76,NULL,,27,Hyde Park,140
7,7930,70,NULL,,25,Hyde Park,141
7,9185,69,NULL,,27,Hyde Park,142
7,21451,67,NULL,,32,Hyde Park,143
7,19310,62,NULL,,33,Hyde Park,144
7,10459,64,NULL,,33,Hyde Park,145
7,11793,69,NULL,,30,Hyde Park,146
7,9364,72,NULL,,35,Hyde Park,147
7,7050,71,NULL,,28,Hyde Park,148
7,12661,70,NULL,,28,Hyde Park,149
7,8568,71,NULL,,36,Hyde Park,150
7,5599,75,NULL,,32,Hyde Park,151
7,6931,75,NULL,,25,Hyde Park,152
7,9832,74,NULL,,26,Hyde Park,153
7,7827,74,NULL,,27,Hyde Park,154
7,6592,76,NULL,,23,Hyde Park,155
7,14747,75,NULL,,22,Hyde Park,156
7,24046,71,NULL,,31,Hyde Park,157
7,17961,66,NULL,,35,Hyde Park,158
7,18579,64,NULL,,28,Hyde Park,159
7,17928,64,NULL,,36,Hyde Park,160
7,26976,64,NULL,,39,Hyde Park,161
7,12231,62,NULL,,54,Hyde Park,162
7,9172,62,NULL,,56,Hyde Park,163
7,9406,66,NULL,,33,Hyde Park,164
7,11685,66,NULL,,48,Hyde Park,165
7,12208,63,11.5,,45,Underground Return,1
7,9746,67,6.057,,61,Underground Return,2
7,10148,72,6.829,,53,Underground Return,3
7,13519,69,14.938,,55,Underground Return,4
7,13522,71,16.741,,95,Underground Return,5
7,17545,71,23.404,,102,Underground Return,6
7,21977,70,27.862,,137,Underground Return,7
7,16447,74,40.057,,168,Underground Return,8
7,16670,78,41.492,,235,Underground Return,9
7,16084,81,82.69,,254,Underground Return,10
7,12569,85,32.401,,314,Underground Return,11
7,13719,88,34.865,,212,Underground Return,12
7,13523,89,45.73,,263,Underground Return,13
7,11197,94,32.992,,276,Underground Return,14
7,19222,91,11.033,,206,Underground Return,15
7,7177,88,NULL,,84,V,1
7,4081,86,NULL,,32,V,2
7,4957,87,NULL,,14,V,3
7,19216,82,NULL,,12,V,4
7,19715,80,NULL,,39,V,5
7,20248,73,NULL,,41,V,6
7,17253,71,NULL,,42,V,7
7,14501,70,NULL,,46,V,8
7,8782,70,NULL,,48,V,9
7,4162,69,NULL,,28,V,10
7,2737,75,NULL,,7,V,11
7,2784,78,NULL,,5,V,12
7,2630,87,NULL,,7,V,13
7,2527,94,NULL,,6,V,14
7,2364,97,NULL,,,V,15
7,3022,88,NULL,,,V,16
7,3795,79,NULL,,,V,17
7,6342,71,NULL,,,V,18
7,11416,63,NULL,,,V,19
7,15158,58,NULL,,,V,20
8,18999,96,12.067,,,Underground Out,1
8,18130,101,37.258,,,Underground Out,2
8,22504,96,41.218,,,Underground Out,3
8,22533,100,61.369,,,Underground Out,4
8,23227,103,65.09,,,Underground Out,5
8,23649,100,70.444,,,Underground Out,6
8,22734,103,66.762,,,Underground Out,7
8,24453,96,66.438,,,Underground Out,8
8,25960,90,58.51,,,Underground Out,9
8,24720,95,63.372,,,Underground Out,10
8,23335,99,62.726,,,Underground Out,11
8,22207,96,62.138,,,Underground Out,12
8,23800,91,41.197,,,Underground Out,13
8,20856,98,50.279,,,Underground Out,14
8,19519,106,60.714,,,Underground Out,15
8,21001,106,62.798,,,Underground Out,16
8,21946,99,61.675,,,Underground Out,17
8,20370,105,52.595,,,Underground Out,18
8,22712,100,54.247,,,Underground Out,19
8,22755,92,47.225,,,Underground Out,20
8,25796,92,31.312,,,Underground Out,21
8,29487,90,33.177,,,Underground Out,22
8,27184,87,NULL,,,Hyde Park,1
8,19611,87,NULL,,,Hyde Park,2
8,16505,91,NULL,,,Hyde Park,3
8,16568,93,NULL,,,Hyde Park,4
8,16606,91,NULL,,,Hyde Park,5
8,15430,97,NULL,,,Hyde Park,6
8,15528,96,NULL,,,Hyde Park,7
8,16921,89,NULL,,,Hyde Park,8
8,16615,92,NULL,,,Hyde Park,9
8,18770,84,NULL,,,Hyde Park,10
8,17248,85,NULL,,,Hyde Park,11
8,15496,92,NULL,,,Hyde Park,12
8,15578,97,NULL,,,Hyde Park,13
8,13805,97,NULL,,,Hyde Park,14
8,14771,97,NULL,,50,Hyde Park,15
8,12545,106,5.799,67.3,43,Hyde Park,16
8,13337,103,11.32,68.7,43,Hyde Park,17
8,13329,103,4.594,65.8,42,Hyde Park,18
8,14945,95,2.644,65.7,41,Hyde Park,19
8,16746,88,7.215,69,42,Hyde Park,20
8,14422,94,5.431,66.3,41,Hyde Park,21
8,15633,87,5.064,66.5,41,Hyde Park,22
8,15865,84,7.766,63.1,39,Hyde Park,23
8,25542,83,4.609,63.7,42,Hyde Park,24
8,23516,84,9.401,66.3,42,Hyde Park,25
8,17123,86,6.304,64.4,42,Hyde Park,26
8,20624,84,8.151,70.2,43,Hyde Park,27
8,20137,82,7.674,65.2,42,Hyde Park,28
8,17045,89,5.393,69.8,42,Hyde Park,29
8,17646,87,9.989,64,41,Hyde Park,30
8,18823,85,5.8,66.8,43,Hyde Park,31
8,16622,93,7.267,64.8,42,Hyde Park,32
8,15651,95,6.496,65.4,42,Hyde Park,33
8,14272,100,5.912,67.1,43,Hyde Park,34
8,14725,101,6.999,63.2,41,Hyde Park,35
8,14890,101,6.656,66.9,40,Hyde Park,36
8,14469,101,4.817,63,41,Hyde Park,37
8,15342,94,4.828,64.4,41,Hyde Park,38
8,14153,97,4.895,60.2,41,Hyde Park,39
8,13754,99,4.896,60.8,41,Hyde Park,40
8,14808,93,7.962,62.7,39,Hyde Park,41
8,14620,95,5.711,61.2,42,Hyde Park,42
8,13412,102,2.741,60.6,41,Hyde Park,43
8,12635,108,6.605,61.1,42,Hyde Park,44
8,12546,106,6.061,61.9,41,Hyde Park,45
8,13838,100,5.753,62.1,44,Hyde Park,46
8,13697,101,7.515,62.5,41,Hyde Park,47
8,13582,105,1.26,66.8,41,Hyde Park,48
8,13417,106,5.163,61.9,42,Hyde Park,49
8,13540,101,3.976,60.8,39,Hyde Park,50
8,14163,93,4.915,62.6,40,Hyde Park,51
8,15268,92,8.971,59.6,42,Hyde Park,52
8,13993,96,3.512,66.2,40,Hyde Park,53
